error_17,error_25,error_40,error_45,error_48,error_51,error_61,error_74,error_76,error_79,error_96
-0.170143059659735,-0.1255179340659262,-0.2002365385194961,0.0175339655090976,-0.0750167784855025,-0.0859884388367779,-0.4995567284631633,-0.0574069544719894,0.0487167135274197,0.3137009176718349,-0.5353798674003679
0.1772756341274487,0.0656158854614116,-0.256355648818119,0.062595900780039,0.0306136330601916,0.0566586467024661,-0.5370343278908991,0.0972245676242216,0.1310078045108737,0.0247145957909589,-0.38547031744484
-0.076337907752914,0.0266840810482648,-0.2068399673490575,0.1126394669833286,0.0828108571937557,-0.238592003793659,-0.4846588744432529,0.0846037562116566,0.1833221499966647,0.1056981368266899,-0.2693949913369853
0.05187943686576,0.1712155134154228,0.0276965933739047,0.1634903891353236,-0.0296960378294214,-0.1088725590453973,-0.452751340886099,-0.0825103770479708,0.1779083634630134,0.0230357843474813,-0.4344140502559204
-0.0964188562625933,-0.0173830019995031,0.0130658377073539,0.1679944002281982,-0.0249240292458913,-0.0660140184273753,-0.3792383776538662,0.0665566623983497,-0.0532059729840975,0.0246626121766933,-0.4023719496495262
0.146053879311332,0.0815268940732056,-0.1990402145288413,0.0726223957385534,-0.1131357532692356,-0.0376821590558085,-0.4730795012327259,0.0638604407966899,0.093904092884831,0.0940297748154263,-0.5213954405021787
0.0084825020773761,0.0260683717646198,-0.1350990354926996,-0.0168450152789561,-0.0605522144043593,0.0704632475843232,-0.3630732384409586,0.012989725736799,-0.0067404589100591,-0.0220332907973412,-0.4996114260630228
-0.1176006251942689,0.0535124768253901,-0.2618358932133199,-0.1039942859282981,-0.005211304543715,0.0108061015084703,-0.33729037483574,0.2204949433630147,0.0564127329642409,0.0062341218085823,-0.3259047298915782
0.0050333090508937,-0.0015276452763877,-0.188146853293823,0.0893510261294833,-0.0936855897150571,0.0234015314504119,-0.3642718730870222,0.0864337127636129,-0.0221427404923434,0.0517016022189027,-0.5613756397331816
-0.0763966821485333,0.0741764676830949,-0.0602737598846151,-0.1547471814460039,-0.0093058529502555,0.0686256961271932,-0.3280902604560727,-0.0082907267409415,-0.1431867378267474,0.0473881344822038,-0.3840334785224982
0.0496304379611434,-0.1053688810161763,-0.0091134247588533,-0.0426123449674892,0.0212854644427609,-0.022443050202143,-0.2361315388402933,0.0457960406254419,0.0851374211087352,0.0053669347200462,-0.242120278139649
-0.0147833067171295,-0.0564213463326909,-0.0060037100735698,0.0121824003986137,-0.0617369879801151,0.0538986109509308,-0.3555337567838799,-0.1094969571739773,-0.1150032241662037,0.0734990591638196,-0.253066604365204
-0.0800752025525796,-0.0855731820449528,0.2006767725234997,0.0865381167049263,0.0197346727275392,0.0094948209114366,-0.3495611985386291,-0.2008391758299285,0.0220297710251226,0.0930570815613525,-0.3719680349104111
0.1717478793188944,0.0097034630350159,-0.0010705108377495,-0.0708921387385593,-0.08853092477985,-0.1085912349295361,-0.2906120854251227,-0.064138938212314,0.0106186334923466,-0.0366381592942726,-0.1839211701627188
-0.2748846507807695,-0.0642247372885801,0.1580072575766006,0.0201372791607877,-0.226082021694179,-0.18550135871442,-0.291392226691631,-0.0530376224083932,-0.1112041711736013,0.080134997629024,-0.0254412106033367
-0.0356568549089787,-0.0935891361130807,0.1795419101003776,-0.1392921400712424,-0.3489627416812021,0.0894192600296495,-0.367406258146324,0.1378090080959776,-0.0992898051673588,0.0798780368591425,0.0641121047919044
-0.1718023302040173,-0.1040369666805048,-0.0679366440022479,-0.0835038494514672,-0.1991055194005295,0.0818808475555244,-0.4408373277999503,-0.0792392994594589,-0.0043541500861493,-0.0314626217808904,0.1211292355767889
-0.0358890005275571,0.0063347337223353,-0.0108465096595815,0.0219804688324059,-0.3077761316727931,-0.1208589605628941,-0.429575016592149,0.0315971684126536,0.0734199001664377,-0.1497130119836525,0.2450411136629226
-0.1220459309999684,0.159180912783893,0.0291777295859289,-0.2860904107369348,-0.3069031453015011,-0.0889666493919184,-0.6377048581218638,0.1360736972544939,0.100946348912728,0.0752816597812931,0.0334518658246524
0.08222132046076,0.01507765975379,-0.0572342032560396,-0.2301741391370583,-0.3987469840281607,-0.2463268087631527,-0.6347591941132484,-0.0017522024914772,0.0268301840493149,-0.0596655420966285,-0.0210029776046719
0.0963331222057887,0.0915955233837893,0.1838452763601911,-0.3272084089706266,-0.3057211586571187,-0.0923682188241406,-0.6750213272134178,0.1266426581374514,-0.090984391809936,0.2689695359213412,-0.1317345984936822
0.301887943910553,-0.0536129718510835,0.0595166642506518,-0.2854229704226348,-0.2314300811388731,-0.0657229725538047,-0.8026968480928419,0.1187787507609349,0.0461021200436872,-0.0656031077145252,-0.0666612293372584
-0.0915308492940601,0.0696857073452039,0.1117177460791539,-0.3243913507443387,-0.1104491330565237,0.053504621286557,-0.7903754434958521,0.0606753232853671,0.0026777009758862,-0.073559708185259,0.232582599079561
-0.1507611010575965,-0.0595939626875253,0.12436560130735,-0.1787736203965416,-0.2178999849638932,0.0056260417627676,-0.9235527398101936,-0.172237119629217,0.0764755965570367,0.0558273751898537,0.0414937327970769
-0.0215839336038912,-0.0261969185708042,-0.0800874799942656,-0.2415858560095913,-0.1653330143754835,0.0842522641228572,-0.7795339765925626,0.1173447488624361,-0.1094124310251799,-0.0475561091161362,0.4012473925385245
-0.1001329398570239,-0.0893325653598169,0.0693156028525168,-0.3041149261027522,-0.3561529891185571,-0.0187504043691284,-0.7646541327835041,0.0100214672257467,0.0110209141018978,-0.1308453848906935,-0.0992564521238225
0.0267062958987818,0.0355636016002599,-0.0316192802868495,-0.3512625863974271,-0.3294369188610808,-0.0127901478692426,-0.8362825096096602,-0.0597480514712071,-0.2304936916367151,0.0472180089437148,0.0959423117093426
-0.0197873057400831,0.0063738961842224,-0.1013211057641229,-0.3991730250326685,-0.1345859876554051,0.0384205839774757,-0.8768095476812758,0.0659710104815769,-0.254252760000172,-0.1477427517935303,-0.0610177981957644
-0.0842353390185019,-0.1012048376681799,0.1756718475912201,-0.4789809008635475,-0.2151783062099856,-0.040236243678539,-0.7760004250941901,-0.1110668858017131,-0.0972175292910245,-0.0685431938156115,-0.0915334503477208
0.0357801884679935,0.0413587440569607,-0.0568814346275968,-0.472187462501373,-0.3484846919342185,0.0967104200770084,-0.7625511085497076,-0.0438978904849363,-0.1764180128104277,0.0480445674298659,-0.1032539658889599
-0.1600053718898339,-0.0681693155459053,0.0135421550593115,-0.3459131517894324,-0.3546680038567079,0.0783310214415855,-0.6314297768870248,0.2525995795558739,-0.4098165841037908,0.053358199159163,-0.0259413197606232
-0.0934284084297823,0.079797158507165,0.0370298662840474,-0.3211841584444023,-0.2842178259946719,-0.0686838162249033,-0.7554840530122795,-0.0979159612672952,-0.4520087287163719,-0.0231258217702883,0.0084586161881442
-0.1100758092877225,0.1353840644815659,0.0318715879450293,-0.4235559798011372,-0.2341150652108661,6.1876955461679164e-06,-0.7965227136115578,-0.0505449016647494,-0.4480445288421022,-0.0032064105270905,0.0252159699787348
-0.0800890226886361,0.037657320785747,-0.0338103078658167,-0.335336854022952,-0.1937258554576482,0.0825965261296296,-0.7166553008220118,-0.0022238136436011,-0.4842579664278884,-0.0679784722657485,-0.0080754796304635
-0.182770754110833,-0.0507072687498137,-0.2268989506683189,-0.3152857856077866,-0.2123037644783525,0.1913819054370965,-0.8777514117221696,-0.0846085803468901,-0.4916682162593628,0.2076480071892466,-0.065632893588054
-0.2727650747403196,-0.0096320675405833,-0.1117364949641685,-0.2473009888088946,-0.074447358751074,-0.0669281882086002,-0.8441796796230698,0.0513904200499465,-0.6161815633498248,0.0049739153651385,0.0228693819792494
-0.3191203976790666,-0.0103004580034969,-0.0642266879456783,-0.3274004732826405,-0.2344743154516831,0.0577144927664559,-0.7717457900026758,0.0820569067043134,-0.534315697458056,0.0742301909960828,-0.1948957014828781
-0.4180720843007711,0.0375424892242488,-0.1557849690332613,-0.3018016194618244,-0.1720214404174533,-0.0539491037788626,-0.7359741815613622,0.0474625521835303,-0.4780786285341545,0.0737762581922512,-0.2075927961055673
-0.3498347583782527,0.1007704428204947,0.0052716825206181,-0.2689657464648731,-0.2301417887644434,-0.0968738008302309,-0.7349776557333442,-0.1076404407028019,-0.639796814431727,0.0437912905844681,-0.1524515653593655
-0.4508017299173755,-0.0610862471248635,-0.0472686286937375,-0.3236558157588479,-0.2098721961725216,-0.1164762977118053,-0.6534068215824933,-0.1458067504879957,-0.9036396356225,0.0658499665390269,-0.1663816665779874
-0.3786080319847204,-0.1205276434116868,-0.0735577916969015,-0.2764436256412811,-0.1398361096284995,-0.0326693221254288,-0.8297579046099516,0.0398764443414106,-0.9157185595195568,-0.0250374752898572,-0.2235175246465243
-0.5031916045395274,-0.0494581742020211,-0.1733412846467281,-0.3527121145714296,-0.2195550739521551,0.1061072733740184,-1.0470393802038325,0.1925119072856247,-1.0005405023413447,0.0671227155398917,-0.261245040856946
-0.3428028342431556,-0.0696727525030769,-0.3605555850361069,-0.098376161141918,-0.2255829091907236,0.0021908943099848,-1.1992915760196967,0.0270232487494194,-1.0087938323558403,-0.0500711078299618,-0.2958644600441625
-0.3783487654672108,-0.0897036572886361,-0.4666352992587791,-0.1537424811406766,-0.3152918905264987,-0.0479321196580766,-1.0021576442618558,0.2130436415902491,-0.9395605114038345,0.0044281067244194,-0.5922866855605147
-0.3133766744124209,0.0405468081876339,-0.2944320249945629,-0.1985354545580567,-0.198990477444263,-0.1455485251036976,-1.1594131676121282,0.0941780033862602,-1.025207812955878,0.1289573868784746,-0.6093560917906609
-0.3044540607465594,-0.2599347504545985,-0.3255186464000077,-0.0404785134796033,-0.2910914549959065,0.0589502236169888,-1.154336141108383,-0.1195961008014266,-1.0870573522256852,0.0313585846089313,-0.4435161230284579
-0.1609570298639122,-0.1545874846472092,-0.2563295640452895,-0.0901994025430586,-0.3938466663967419,0.1993602166179103,-0.981087418739133,0.0740758892257552,-0.9974745502453934,-0.0209756333613452,-0.401815334809939
-0.2400291860309242,-0.2150347336382339,-0.4444895699227522,-0.4385892792266188,-0.2845691057004606,0.0224875336102931,-0.8211329993671308,-0.0317349518366163,-1.0898843289269018,-0.0652561307472497,-0.4412060403127488
-0.2249152229348144,-0.0498457032282913,-0.4913249333234907,-0.3808665407961629,-0.3451638528402843,0.1034727123860355,-0.8671491232893951,-0.0003853614569717,-1.0139637016975651,-0.0664152903040662,-0.5838062289149387
-0.170647773990528,0.1415655275643511,-0.5787014309914085,-0.4760729345908545,-0.3505455757392305,-0.0403211822730115,-0.9023850058174702,0.2352618379350198,-0.733023330828122,0.1347937499768378,-0.5093098545845716
-0.2156106684195869,0.1347951002399078,-0.5429972975501163,-0.7312083964524141,-0.2750157170395181,-0.1488777058072187,-0.9643035423074788,-0.09825443044143,-0.8084145942023819,-0.0565190939676151,-0.5712668237881603
-0.1590548044419051,0.0327409482861597,-0.6013943563810227,-0.7083999248198966,-0.3650224851195437,-0.0262857522323048,-0.9613270471885824,-0.042778211811429,-0.704891322101203,0.0943859686662991,-0.7319854560397342
-0.2992786050607686,-0.0574050814504053,-0.3283295111391201,-0.5239865066727256,-0.4462786230034639,-0.0443951962014755,-0.926867780251904,-0.0967063348973134,-0.8786127888125614,0.09526086853784,-0.8364264521410633
-0.4474188779373937,-0.2244562239786403,-0.490651405055808,-0.4404697103954517,-0.3760510393119187,-0.0714766880908347,-0.8439591686881815,-0.0216711662310268,-0.7821164496737683,0.0556733304187053,-0.9407296765557166
-0.4447221092857611,-0.2586188796165748,-0.474909792239493,-0.534418339707698,-0.3408331125332053,-0.2773925664335062,-0.9007172065505077,0.1471690975478072,-0.6620895521997487,0.2047945964141169,-1.1121549083544884
-0.5727089385212529,-0.3411043502060618,-0.443450409469349,-0.4648753694300435,-0.2913609245004289,-0.0865488250872187,-0.9212655009273696,-0.0107450055009142,-0.3783759783912922,0.0458714795848545,-1.135586864061528
-0.6560108865315618,-0.2123696375050908,-0.4747697262019973,-0.4511524439902818,-0.3891830530401932,0.0303094371727611,-0.9743945113138468,-0.1302491468323859,-0.4026002533724367,0.0051461631588549,-0.894101363562443
-0.676517638245151,-0.1439767834043303,-0.3514402569835524,-0.565190218344193,-0.3215906023913474,0.0633263018201504,-0.8272739216097855,-0.078651246636312,-0.2708499707104878,0.0463826068408908,-0.7341114457048625
-0.5309976775775638,-0.1268893952144199,-0.3670808971062846,-0.3709318517731763,-0.2140878324576244,0.0795924511336387,-0.8708916881546969,0.0523665282425843,-0.275988581989947,-0.0467337442938283,-0.6413129201150453
-0.5505551440210078,0.0734476219305247,-0.303005562530443,-0.3212940951700988,-0.1078353409164734,0.0019075575831611,-0.8368015380769502,0.0396933448215726,-0.1738962368082833,0.0981760178435215,-0.571706472262174
-0.5319792857862599,0.0850609198308072,-0.3410874094504406,-0.2403353301716748,-0.1966325664815283,0.1055930386616351,-0.6277424626858078,-0.0242045552982718,-0.1275054229338677,0.1602910798260594,-0.4463194231277291
-0.577642630581163,0.1862031251047545,-0.3596421112203657,-0.2201642725798998,0.1205910326713818,-0.0751870994210437,-0.5547275867726357,-0.1519079881282027,-0.0575408544585547,-0.1206881046615255,-0.4485740775556424
-0.6572396937794269,0.253559864079986,-0.2836197343231678,-0.1875027508269374,-0.0470959109010634,0.0596867439898184,-0.4960740298104986,-0.0791034541026815,-0.1047709095267087,-0.0881284308158411,-0.3288313181142204
-0.7606883909098981,0.1163526875976896,-0.2137566698032133,-0.0732521328624544,-0.0020945657051578,-0.1660492451717597,-0.4579056151036618,0.0240447136442877,0.0693843812118795,0.1103458970847276,-0.4670811543647641
-0.7219537078977077,-0.1070605419946338,-0.142833403825925,-0.0429177281050626,0.1115156018554957,0.0319516660821794,-0.5774708024501486,-0.12994191486063,0.204997304871368,-0.0789203141067578,-0.4617420453412336
-0.6485507730200444,0.0645733144156415,-0.1379447280767513,-0.013549205660309,0.2350848369970606,0.0386392372642699,-0.4099396633559296,-0.0383982144897218,0.1807205871098323,0.0325754999020788,-0.5400174841182168
-0.6525243790083328,-0.125951992687534,-0.2003536264289954,-0.1153767764570721,0.1604080353255286,-0.0163490109270852,-0.4615481327371546,0.1235245038370511,0.2742210301817739,-0.0842985341696185,-0.5859457623666428
-0.7409548845199887,-0.0751666395232971,-0.2482780906758669,-0.1403079035861996,-0.1081229731499316,-0.0372224699075511,-0.439701443680104,0.1001152678556679,0.0605117650325307,-0.0439202251319302,-0.5321880580407193
-0.7192800726775957,-0.0571727502532189,-0.2238215606732091,-0.0866203201906441,0.016151165733881,-0.1017259183634572,-0.5612454291004391,-0.0494872511603864,-0.009926400018731,-0.0297319074029382,-0.7141424654462439
-0.6837047722488888,-0.1505199625053003,-0.1957770950664536,-0.1472854205652207,0.0826042950900614,0.0631431828546383,-0.5146201723764887,0.1023333398226702,0.113765813272631,0.0426339226469468,-0.5495249969550045
-0.6911381287627688,-0.0846580397549103,-0.0610573267494612,-0.1380788251611503,0.0640623492969104,0.1548567914811301,-0.4747718642080017,-0.0365336818115547,-0.0115045180543167,0.0615111326470387,-0.6384319779929798
-0.5249445267923751,-0.0966472002008643,0.0798340505124506,-0.2960300158638566,-0.2329018255416496,0.217272488840043,-0.4059206335015938,-0.0825954071886277,-0.0533302502880579,0.0033064734334412,-0.5340681025100107
-0.4034181128009924,-0.0477982029618137,0.0290762348558191,-0.2527981033212799,-0.0589958162257349,0.1364193439520849,-0.416528058361163,-0.1187222444213231,0.1585782584675328,0.0265380172268169,-0.3379021089167815
-0.2655029715053474,-0.2091178665332364,-0.2104592735460764,-0.2001176226179554,-0.0694454503112604,0.1634814567525312,-0.3816613260100193,-0.0160800317588113,0.0778208875609715,-0.1871091108497199,-0.3801198665427537
-0.5052320723838102,-0.0874466963933575,-0.1569099663925082,-0.1547890277054045,0.0623522241317142,0.0592848823201752,-0.5200213687583579,-0.1547935532479667,0.0574776927792536,-0.0471197335751867,-0.3794002941843352
-0.6357495713147062,0.0342702900512843,-0.2021235104232864,-0.2861706796405763,-0.0567539657949731,-0.0749926611182961,-0.4663349091611648,-0.0548313655908743,-0.0165851814704242,0.1089002033884102,-0.1348859475156525
-0.5842502556739616,-0.0721449779071843,-0.2523167805274212,-0.346374271592379,-0.1836216843206954,0.0526165586124795,-0.4874436917674331,0.1407411806648326,0.0253196196319494,0.006092231147693,-0.0178087763864661
-0.5512471853448906,-0.1140016456680649,0.0135879587509755,-0.3306169193356779,0.0464153421247859,0.0834062151853595,-0.5258637143498602,-0.0531651756640954,-0.0858052409351581,0.072233582879091,-0.0811257160474665
-0.6024427064066483,-0.0815524426261173,0.1399221423499305,-0.5203227585819923,0.0704179364825647,0.1253534185063471,-0.4689966045508211,-0.0153586411896568,-0.1271533722127668,0.1309846054856446,-0.0410304443513447
-0.5836843144421466,-0.3660044344095827,0.2048586632967656,-0.6782667092060896,0.0451127795548697,-0.0496848675992113,-0.4317182797730146,0.122532316466311,0.0200844439393961,0.0772094125815415,-0.0172676888930701
-0.6498753178944741,-0.3796588243276427,0.0689767969153701,-0.7048873079877885,0.1078573507454322,-0.0649654983415313,-0.3009396569818038,-0.0508488132950429,0.0889933276538406,0.1282930666185413,0.0650903017385312
-0.5968609639897853,-0.2326908823019372,0.0737352649021884,-0.605687299313335,-0.194146329183695,0.1100404334926486,-0.2401845241903491,0.257658241456102,-0.1694826494642313,-0.026509803839616,0.1723885507183133
-0.4772453244322376,-0.2205798466680652,-0.1467493207111221,-0.590814937755549,-0.1215920080834727,0.0280346086066137,-0.3046272492863895,-0.108646280691802,0.0702718599665431,-0.0031864075510894,0.0403688682021973
-0.3472919633517133,-0.0975960215499236,0.1387013412036181,-0.3700415275181419,0.0860880977621845,0.0069724935027783,-0.2796141166130059,0.1006380163011045,0.1413778673044492,-0.012363808230647,0.0882647623517949
-0.2692790241152296,-0.0911830720814542,-0.0787112429501363,-0.4252393570406602,0.1665164122823882,-0.1042250171038223,-0.0508483228972778,-0.0166590190108775,0.1986311625497659,0.0295482836447103,0.0969702538605744
-0.272307385258112,0.0007865745860245,-0.0384477582496705,-0.4169718826169641,0.0645554883783098,-0.0093170115769626,0.0267427790769204,0.2142990179044312,-0.0985819565386125,-0.022736041212821,0.0476917486855965
-0.4488788139672359,-0.151152544628539,0.0825225057206189,-0.2928920906511169,-0.1233750710333264,-0.0685303967297115,0.1031710496836431,-0.1067928379277299,-0.0918403056480474,-0.0867402162275381,0.1073260465308305
-0.2887961605534829,-0.2271957699769428,0.0531288465624783,-0.2914633856852995,0.0265025682417608,0.1951389376820371,0.118152284871701,-0.006891931050205,0.0033011332619972,-0.076757439120088,-0.1260986636381209
-0.342422705936604,-0.341679022944071,0.1181591277071134,-0.2834848257261666,0.0075296091025475,-0.1069283171293005,-0.0239904796469985,0.0026058341030259,-0.070322424432469,-0.0909291547853551,0.0429861181229122
-0.3145436368017734,-0.442733925300482,0.0357326220209153,-0.355651281347643,-0.1447730967457187,-0.0038591552611498,0.1398081462763748,-0.0442595020391223,-0.0116856810540284,-0.0318626973015174,0.0725323196076472
-0.4352309103282758,-0.577065151331982,-0.0133838070644142,-0.3798801540003801,0.0692640551569361,0.0231210686029862,-0.0284713483086627,0.0452267327535507,0.088037166728557,0.1828612730358976,-0.0172764116694778
-0.3522366366941699,-0.6073630442624247,-0.0872247669000475,-0.2546257618098131,0.0729346978165839,-0.0070883726118168,-0.1715757161711814,-0.0457510890592282,-0.0487921994670772,0.0219069232983299,-0.0328630540445743
-0.4793846827434691,-0.4880188660847418,-0.0228415843021054,-0.2890404937191403,0.0998331003328379,-0.001169810537844,-0.1632122053010603,-0.0908871635077496,0.0985258319277104,-0.040424522993363,0.1369339613664256
-0.4200382785490166,-0.5212788306304517,-0.0661301099069781,-0.3851931503281941,-0.0674468182424782,0.0400491279115294,-0.1011367753117899,-0.1286180883997719,0.2207357375663585,-0.1899386442402706,0.0106471761730074
-0.1627317248328234,-0.2686105796457275,-0.2059971624992557,-0.3774788763833854,-0.1857509783666678,-0.00628071516454,-0.0708797757910697,0.0917853297208417,0.0146537848642045,0.04833000915658,0.0920684201396716
-0.10601885679139,-0.2377424688169183,-0.0819962511924282,-0.4139511914177426,-0.0576940514974538,0.0930298113402769,0.1562339179487577,0.0299186589956419,-0.0846051452019126,-0.0006941654787832,0.0631593676134881
-0.0994642309649941,-0.1947987899622343,-0.003120035960487,-0.2750663946501575,-0.0757766360609381,-0.0947528557883294,-0.0082990650217907,0.0130618254476888,0.0510171485453955,0.0518792769530904,-0.0056541686566258
-0.1164264913174121,-0.1992712834613199,0.0117631659748988,-0.4640570878209887,-0.1034692231052822,-0.0668043295778699,-0.1018494804337799,0.0918258571689807,0.0131970101219952,0.1157324112819794,0.0459647861532776
-0.1937560975880307,-0.0292528087037834,0.0834028540512514,-0.4845013238623913,-0.1395519365400758,-0.0847518844995293,0.0393832686323948,0.0840062953492267,-0.2734025244387754,0.2257787448464152,-0.0972109777025496
-0.0774838904081061,0.0070064680606654,0.0899322144013484,-0.1939756392516647,-0.139967965665293,-0.1241389631352455,0.0512147741345822,0.0538766877592645,-0.1805074654104991,-0.0879949629724421,-0.1553606829409657
-0.1359506445119117,-0.1598054543719539,0.0844389045644806,-0.0880665676302868,-0.2202077044870823,-0.1306726334787661,0.0497270677129722,-0.0957289456616979,-0.0960571518590951,-0.0115148323246356,-0.1370149999736297
-0.2976061569036543,-0.1718110314287587,0.0457877688834578,-0.2185873799931335,-0.2780017462934125,0.0938007206160089,0.1089931780555933,0.0266476626198351,-0.0916642985760841,0.0609942318255646,0.0352441337373067
-0.3971840983020164,-0.3724991857621106,-0.0686215056384936,-0.2177803254043772,-0.3914309261786475,0.042265959786895,0.0445801841151239,-0.0206884962708919,-0.0939960077856579,-0.0527144970496095,0.048606856354392
-0.348291873706156,-0.2095794008167856,0.0549384150217487,-0.2446027954788316,-0.3410676148056774,-0.0308512853907894,-0.1125014792077658,-0.1308434018999374,-0.1204055355502612,-0.0502225855718104,0.2133840086296152
-0.3522478005833444,-0.3737864800649186,-0.0726376169882646,-0.3290261596340438,-0.3684885476520097,-0.0504820613365616,0.1337676026236751,-0.0358008147738173,-0.177700934124918,0.0643247852588824,0.1569657529646239
